p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.64979800572112e-21	0.357074258594723	1	0.848	7.63698283228883e-17	Epiblast	ENSMODG00000013615
9.19063180539785e-29	0.356748646380946	1	0.963	2.64883199263371e-24	Epiblast	ENSMODG00000009627
5.12607879862895e-27	0.356583540210664	1	0.99	1.47738717055285e-22	Epiblast	ENSMODG00000004032
1.45384753776728e-41	0.355141725754281	0.99	0.956	4.19013398859908e-37	Epiblast	ENSMODG00000002688
2.46106137901842e-33	0.354125630250557	1	0.99	7.09302500046899e-29	Epiblast	ENSMODG00000012646
1.11306553735869e-35	0.35409333020636	1	0.999	3.20796618522148e-31	Epiblast	ENSMODG00000015545
3.49033421590184e-20	0.353667182565079	1	0.989	1.00594922436507e-15	Epiblast	ENSMODG00000001152
3.1444524284641e-28	0.352942534829955	1	0.989	9.06262634407639e-24	Epiblast	ENSMODG00000017709
3.83119982500555e-16	0.352836503218935	1	1	1.10419010156485e-11	Epiblast	ENSMODG00000006515
1.10784655716051e-25	0.352734146121933	1	0.966	3.1929245623923e-21	Epiblast	ENSMODG00000010196
1.79102991299712e-32	0.352513176665369	1	0.977	5.161927312249e-28	Epiblast	ENSMODG00000012368
1.68595842145456e-29	0.35170912345047	1	0.996	4.85910076647419e-25	Epiblast	ENSMODG00000007912
7.39807128591183e-24	0.35151452342567	1	0.999	2.13219812531265e-19	Epiblast	ENSMODG00000019732
1.34320107084991e-30	0.351021268454533	1	0.732	3.87123980629651e-26	Epiblast	ENSMODG00000003628
6.77471259038042e-22	0.35035173288778	1	1	1.95253991567354e-17	Epiblast	ENSMODG00000000603
2.82830655113463e-28	0.350007742560976	1	0.87	8.15146231102513e-24	Epiblast	ENSMODG00000003557
1.07123337069075e-33	0.349108034432707	0.99	0.918	3.08740169766781e-29	Epiblast	ENSMODG00000000137
1.97884742344132e-30	0.349051706523979	1	0.934	5.70323615910023e-26	Epiblast	ENSMODG00000014236
7.11888180524074e-31	0.348412809056915	1	0.97	2.05173292508843e-26	Epiblast	ENSMODG00000016904
1.43206523042872e-25	0.347647649297219	1	0.943	4.1273552006186e-21	Epiblast	ENSMODG00000008760
1.96858562902513e-48	0.347509936549273	1	0.999	5.67366064141333e-44	Epiblast	ENSMODG00000013151
2.83194233374212e-40	0.346969805151999	1	0.997	8.16194100007816e-36	Epiblast	ENSMODG00000008519
8.26469668812324e-30	0.346928313105719	1	0.988	2.381968232484e-25	Epiblast	ENSMODG00000029372
1.58264330475389e-37	0.346279389608772	1	0.739	4.56133626863118e-33	Epiblast	ENSMODG00000018312
1.00616119529944e-38	0.344223589359045	1	0.964	2.89985718097252e-34	Epiblast	ENSMODG00000010255
2.57785008910157e-38	0.343809610820117	1	1	7.42962174179962e-34	Epiblast	ENSMODG00000006606
9.86210137947429e-61	0.342661928661507	0.94	0.266	2.84235623857828e-56	Epiblast	ENSMODG00000003070
4.99328196907692e-25	0.341898701830356	0.99	0.81	1.43911379630766e-20	Epiblast	ENSMODG00000018275
3.90751253075584e-18	0.340247090900312	1	0.996	1.12618418648914e-13	Epiblast	ENSMODG00000020088
2.6450784409134e-33	0.339497146847049	0.95	0.684	7.62338057455651e-29	Epiblast	ENSMODG00000002766
1.49842892527156e-36	0.339014903219425	1	0.993	4.31862200552516e-32	Epiblast	ENSMODG00000028858
2.83657340012783e-60	0.337832224529375	0.99	0.443	8.17528819650843e-56	Epiblast	ENSMODG00000028857
4.50554454214875e-23	0.337828871720676	0.99	0.921	1.29854299249269e-18	Epiblast	ENSMODG00000008635
8.99929545314878e-18	0.337311873823435	1	0.996	2.59368694255201e-13	Epiblast	ENSMODG00000000755
9.54374448980008e-20	0.336265797711397	1	0.986	2.75060259940528e-15	Epiblast	ENSMODG00000007323
2.07049016831101e-30	0.336168820413581	1	0.893	5.96735971408915e-26	Epiblast	ENSMODG00000008572
2.74743614962314e-44	0.33583225022622	1	1	7.91838572682884e-40	Epiblast	ENSMODG00000007275
7.4857505697346e-23	0.332991783217508	1	0.947	2.15746817170321e-18	Epiblast	ENSMODG00000025735
2.19606247663483e-20	0.332418485908679	1	0.918	6.32927166390925e-16	Epiblast	ENSMODG00000012189
2.9501736850221e-34	0.331818152062031	1	1	8.50269557760219e-30	Epiblast	ENSMODG00000006076
6.59303600315633e-33	0.33178632170662	1	1	1.90017890646969e-28	Epiblast	ENSMODG00000005983
6.12053510481086e-29	0.331286140983207	1	0.996	1.76399942255754e-24	Epiblast	ENSMODG00000016285
5.74366051388602e-35	0.330921224891419	1	0.959	1.65538039670709e-30	Epiblast	ENSMODG00000006290
2.85311935702678e-19	0.329929813833631	1	1	8.22297529888687e-15	Epiblast	ENSMODG00000017937
6.22696485460032e-32	0.328760790242635	1	0.999	1.79467354074436e-27	Epiblast	ENSMODG00000017376
7.40063511881985e-25	0.328302926656172	1	0.896	2.13293704759507e-20	Epiblast	ENSMODG00000015250
7.77316099925044e-24	0.328301098482534	1	0.984	2.24030273159397e-19	Epiblast	ENSMODG00000025138
1.39885395159885e-29	0.327985014551423	1	1	4.03163697390305e-25	Epiblast	ENSMODG00000016089
2.25650243154769e-17	0.327285373237453	1	0.962	6.5034656579636e-13	Epiblast	ENSMODG00000000716
1.9674187248652e-28	0.327173919572026	1	0.997	5.670297506934e-24	Epiblast	ENSMODG00000021041
8.25988805446477e-25	0.325691609636092	1	0.993	2.38058233617729e-20	Epiblast	ENSMODG00000000167
2.67116783992191e-27	0.325362900721885	1	0.996	7.69857283143893e-23	Epiblast	ENSMODG00000021302
2.43742027149795e-50	0.323710694167871	0.97	0.383	7.02488896448423e-46	Epiblast	ENSMODG00000010647
3.84013095594916e-23	0.323143306057677	1	0.996	1.10676414281411e-18	Epiblast	ENSMODG00000003331
5.53781056732488e-49	0.322446484364133	1	0.986	1.5960523836087e-44	Epiblast	ENSMODG00000006291
3.43894193844926e-22	0.321720825933795	1	0.891	9.91137456080463e-18	Epiblast	ENSMODG00000009629
5.28830727391749e-50	0.321296101006232	0.99	0.648	1.52414303941576e-45	Epiblast	ENSMODG00000018808
4.09859832553248e-17	0.321262373481785	1	0.969	1.18125702340172e-12	Epiblast	ENSMODG00000012451
2.08062253904372e-34	0.321096880617077	1	1	5.99656221977792e-30	Epiblast	ENSMODG00000008362
1.93031019789004e-27	0.320509709625597	1	0.996	5.56334702133889e-23	Epiblast	ENSMODG00000015177
1.19667261744428e-24	0.320176303727931	0.99	0.934	3.44893015073615e-20	Epiblast	ENSMODG00000019221
3.61502656329419e-11	0.32010225387416	1	0.995	1.04188680580702e-06	Epiblast	ENSMODG00000024572
1.55874652097385e-27	0.319847016836635	1	1	4.49246334809872e-23	Epiblast	ENSMODG00000015526
1.63460350985738e-26	0.319701136582942	1	1	4.71109077575996e-22	Epiblast	ENSMODG00000006539
2.82312266612946e-25	0.318363508761902	1	1	8.13652183605171e-21	Epiblast	ENSMODG00000008091
2.41568223583805e-37	0.317592498830092	1	0.999	6.96223777190886e-33	Epiblast	ENSMODG00000013816
9.38016388850317e-48	0.317487715122295	0.99	0.54	2.7034570343055e-43	Epiblast	ENSMODG00000004428
1.83691078954881e-30	0.316512112510999	1	0.995	5.29416058655864e-26	Epiblast	ENSMODG00000008642
3.8815151711212e-75	0.316465894697764	0.83	0.102	1.11869148746884e-70	Epiblast	ENSMODG00000002007
2.48442616844508e-20	0.316442832485413	0.99	0.81	7.16036466007558e-16	Epiblast	ENSMODG00000004466
4.46969831828952e-24	0.3162137399645	1	0.962	1.28821175231422e-19	Epiblast	ENSMODG00000006838
7.43064712893443e-24	0.315261560244453	1	0.985	2.14158680903019e-19	Epiblast	ENSMODG00000003327
6.90108324918959e-25	0.315188827138071	1	0.995	1.98896120324893e-20	Epiblast	ENSMODG00000001364
2.46779463449052e-22	0.314764128278846	1	0.996	7.11243091606512e-18	Epiblast	ENSMODG00000016325
2.24160373253897e-22	0.314673231397441	0.9	0.645	6.46052611755056e-18	Epiblast	ENSMODG00000017487
3.44147117934079e-25	0.314435713810652	0.99	0.799	9.91866408597809e-21	Epiblast	ENSMODG00000015132
4.62895732061334e-17	0.314119508809294	1	1	1.33411178937397e-12	Epiblast	ENSMODG00000013152
8.09203447045649e-29	0.313563838021275	1	0.997	2.33220525473027e-24	Epiblast	ENSMODG00000013502
5.24257688407295e-29	0.3129297189863	1	0.996	1.51096308375866e-24	Epiblast	ENSMODG00000011225
2.10986179635329e-41	0.312503230151609	0.99	0.549	6.08083268326981e-37	Epiblast	ENSMODG00000002604
2.37677636597913e-42	0.311388682240423	0.94	0.388	6.85010716438846e-38	Epiblast	ENSMODG00000018625
1.81029309422699e-48	0.311178913512737	1	0.704	5.21744572687162e-44	Epiblast	ENSMODG00000017300
5.59479967683838e-37	0.311118312592862	0.99	0.94	1.61247721486159e-32	Epiblast	ENSMODG00000027579
3.6326665413762e-55	0.310751162734413	0.88	0.191	1.04697082389004e-50	Epiblast	ENSMODG00000016421
3.93213923075488e-34	0.310589375684835	0.93	0.459	1.13328184769586e-29	Epiblast	ENSMODG00000000692
1.28298167800573e-27	0.310551957975254	1	0.996	3.69768149418031e-23	Epiblast	ENSMODG00000017415
1.41229971819806e-31	0.310363611017518	0.98	0.945	4.07038901781862e-27	Epiblast	ENSMODG00000013933
4.07874870526852e-34	0.310342995320268	1	0.847	1.17553616434544e-29	Epiblast	ENSMODG00000009823
9.26772811492171e-25	0.310323715732007	0.99	0.79	2.67105192000159e-20	Epiblast	ENSMODG00000013963
2.05317804591201e-25	0.309855697975249	0.99	0.694	5.91746444612301e-21	Epiblast	ENSMODG00000020516
3.25378499082466e-41	0.309624236646947	0.99	0.799	9.37773372205577e-37	Epiblast	ENSMODG00000000094
6.08109676712984e-21	0.309442336187239	1	0.99	1.75263289925449e-16	Epiblast	ENSMODG00000016200
2.6221084949246e-18	0.309438472543898	1	1	7.55717889322218e-14	Epiblast	ENSMODG00000003133
8.2519357184287e-31	0.309116111074936	0.99	0.869	2.37829039340833e-26	Epiblast	ENSMODG00000016918
5.03832590824211e-24	0.308748022765853	1	1	1.45209591001446e-19	Epiblast	ENSMODG00000012289
3.14430181731225e-38	0.308146714782043	0.93	0.441	9.06219226767564e-34	Epiblast	ENSMODG00000004702
5.22655730436431e-20	0.307830420573331	1	0.988	1.50634608069084e-15	Epiblast	ENSMODG00000009005
1.9439159070009e-14	0.307623164489052	1	0.954	5.6025600355673e-10	Epiblast	ENSMODG00000006439
7.43767891192401e-20	0.307050083378535	1	0.989	2.14361343920562e-15	Epiblast	ENSMODG00000001854
3.79218734574194e-25	0.306442707675062	0.99	0.922	1.09294631491628e-20	Epiblast	ENSMODG00000007569
4.06074106862182e-14	0.305674876226913	1	0.947	1.17034618338749e-09	Epiblast	ENSMODG00000002355
4.21901996357109e-27	0.304759540992071	1	0.963	1.21596374370082e-22	Epiblast	ENSMODG00000006554
2.46116599039979e-33	0.304233718797256	1	1	7.09332650093123e-29	Epiblast	ENSMODG00000005517
5.32587487941672e-23	0.304212086831859	1	0.97	1.53497039899669e-18	Epiblast	ENSMODG00000014598
1.99292658297522e-22	0.303998286774518	1	0.997	5.74381370479288e-18	Epiblast	ENSMODG00000011070
9.66306823454527e-19	0.303275637779649	1	0.989	2.78499289587829e-14	Epiblast	ENSMODG00000013486
2.65918634674028e-50	0.303165190562353	1	0.995	7.66404096994017e-46	Epiblast	ENSMODG00000019735
1.786270600509e-14	0.302998158121287	1	0.977	5.14821049772699e-10	Epiblast	ENSMODG00000007730
8.16500845691142e-22	0.302771142879346	1	0.921	2.35323708736644e-17	Epiblast	ENSMODG00000016178
2.24082736832031e-61	0.302638345925437	0.99	0.332	6.45828855823596e-57	Epiblast	ENSMODG00000014029
6.88484084309194e-22	0.302420383962207	1	0.967	1.98427997938753e-17	Epiblast	ENSMODG00000014971
5.01075956838317e-36	0.301110151376965	0.99	0.888	1.44415101520371e-31	Epiblast	ENSMODG00000001990
8.93711180189095e-38	0.30042985028712	1	0.876	2.57576499242299e-33	Epiblast	ENSMODG00000004518
2.45064667416435e-09	0.300308246450791	1	1	7.06300877960907e-05	Epiblast	ENSMODG00000001889
3.43187045846445e-42	0.299981783079873	1	0.84	9.89099384834038e-38	Epiblast	ENSMODG00000004313
1.02797888983684e-33	0.298632126740114	1	1	2.96273795839876e-29	Epiblast	ENSMODG00000007125
4.72949951601568e-18	0.297929609545644	1	0.995	1.36308905551088e-13	Epiblast	ENSMODG00000008952
6.18915894066178e-30	0.297914118008478	1	1	1.78377749828813e-25	Epiblast	ENSMODG00000008870
2.07929488884363e-35	0.297597921601117	0.95	0.533	5.99273579913622e-31	Epiblast	ENSMODG00000003244
5.69333124001575e-21	0.296702717474017	0.99	0.974	1.64087499668494e-16	Epiblast	ENSMODG00000003072
9.82550196511026e-29	0.295730779134229	1	0.997	2.83180792136443e-24	Epiblast	ENSMODG00000013248
9.2004261627305e-15	0.295649015133832	1	1	2.65165482436056e-10	Epiblast	ENSMODG00000002653
1.24906373900529e-24	0.295452364180559	1	0.986	3.59992660218716e-20	Epiblast	ENSMODG00000010207
7.09578487270104e-22	0.295343897346475	1	0.896	2.04507615816117e-17	Epiblast	ENSMODG00000011681
1.0976559035466e-30	0.29516657005212	1	0.97	3.16355407961166e-26	Epiblast	ENSMODG00000002896
1.42642726593146e-23	0.295000472370271	1	0.999	4.11110602314107e-19	Epiblast	ENSMODG00000013913
6.54804669017229e-23	0.29486834684084	0.99	0.962	1.88721253657456e-18	Epiblast	ENSMODG00000012080
4.85584681292298e-47	0.29452761118625	0.91	0.291	1.39950360995253e-42	Epiblast	ENSMODG00000013744
8.74028230308485e-34	0.294144405604877	1	1	2.51903676257209e-29	Epiblast	ENSMODG00000016692
7.20754380961325e-30	0.293826672763055	1	1	2.07728620136863e-25	Epiblast	ENSMODG00000011528
2.97847434546502e-15	0.293807629440331	1	0.996	8.58426091106474e-11	Epiblast	ENSMODG00000004445
2.23306062451427e-28	0.293789454924563	1	0.964	6.43590402591257e-24	Epiblast	ENSMODG00000014172
8.56389629480925e-30	0.293678909177749	1	1	2.46820055112697e-25	Epiblast	ENSMODG00000018933
1.6910777341911e-23	0.293319980505384	1	0.995	4.87385513771218e-19	Epiblast	ENSMODG00000018345
1.13776487789088e-23	0.293288570191687	0.99	0.964	3.2791521545693e-19	Epiblast	ENSMODG00000009764
5.91199080587137e-20	0.293045619955678	1	0.988	1.70389487016019e-15	Epiblast	ENSMODG00000010549
5.73016489224264e-17	0.292548306372234	1	0.96	1.65149082359325e-12	Epiblast	ENSMODG00000017338
1.22328909690153e-31	0.292471442173435	0.97	0.697	3.52564150617991e-27	Epiblast	ENSMODG00000015229
1.06532480544523e-26	0.291592218926837	1	0.958	3.07037262177369e-22	Epiblast	ENSMODG00000004085
1.89922719967695e-45	0.291282467924879	0.96	0.458	5.47376271218894e-41	Epiblast	ENSMODG00000001954
7.50469123602352e-21	0.291264688365151	1	1	2.16292706113434e-16	Epiblast	ENSMODG00000000376
1.77639619959092e-23	0.290721976746579	1	0.999	5.11975148684098e-19	Epiblast	ENSMODG00000003801
3.8546299683386e-40	0.290035592341087	0.93	0.518	1.11094290317487e-35	Epiblast	ENSMODG00000003226
1.32853894636232e-19	0.290029072078961	1	0.951	3.82898209731083e-15	Epiblast	ENSMODG00000007536
4.08717254462564e-26	0.289674103560493	1	0.984	1.17796399908656e-21	Epiblast	ENSMODG00000025134
8.25238223779795e-23	0.287673537070027	0.97	0.807	2.37841908475575e-18	Epiblast	ENSMODG00000014642
5.87613333398501e-24	0.287528276477776	1	0.996	1.69356038818782e-19	Epiblast	ENSMODG00000004223
1.38007162390682e-22	0.287159254903266	1	1	3.97750442726185e-18	Epiblast	ENSMODG00000020386
1.72373224541986e-21	0.287100290632489	1	0.932	4.96796870452458e-17	Epiblast	ENSMODG00000020836
9.60188359478457e-14	0.286808990152581	1	0.951	2.76735887085286e-09	Epiblast	ENSMODG00000018603
7.62244869027751e-29	0.286394120244451	1	0.999	2.19686593702488e-24	Epiblast	ENSMODG00000016824
4.12975220454409e-28	0.286372677597989	1	0.779	1.19023588287165e-23	Epiblast	ENSMODG00000029013
4.93153006679129e-16	0.286191057880959	1	0.999	1.42131628054992e-11	Epiblast	ENSMODG00000016352
1.40107581546888e-23	0.286037105178975	1	0.997	4.03804060776286e-19	Epiblast	ENSMODG00000008236
2.02514088001164e-26	0.285944239034017	1	0.985	5.83665853028154e-22	Epiblast	ENSMODG00000008180
6.04694574258411e-34	0.285912310427932	1	1	1.74279023247017e-29	Epiblast	ENSMODG00000008785
5.9399366145654e-29	0.284806303629249	1	1	1.7119491316839e-24	Epiblast	ENSMODG00000016081
9.10225674479659e-24	0.284734639846331	1	1	2.62336141641782e-19	Epiblast	ENSMODG00000003629
2.98922418476583e-18	0.284219951593247	1	0.939	8.61524302291361e-14	Epiblast	ENSMODG00000015967
8.83340909211374e-19	0.283586721946537	0.99	0.947	2.5458768344381e-14	Epiblast	ENSMODG00000015360
7.65137266516786e-18	0.283579333887441	1	1	2.20520211582803e-13	Epiblast	ENSMODG00000019596
3.61173371550304e-35	0.283542690717716	0.98	0.75	1.04093777414513e-30	Epiblast	ENSMODG00000013187
8.06969997749318e-18	0.282453435734373	1	0.93	2.32576823051331e-13	Epiblast	ENSMODG00000015865
9.30133672682424e-35	0.282328284087127	1	0.999	2.68073825803801e-30	Epiblast	ENSMODG00000009189
3.95224320636453e-49	0.282235122138251	0.9	0.305	1.13907601450632e-44	Epiblast	ENSMODG00000021201
9.18506798918707e-58	0.281174512360712	0.95	0.264	2.64722844516361e-53	Epiblast	ENSMODG00000018585
1.41219864062566e-25	0.281116104442738	0.93	0.563	4.07009770214722e-21	Epiblast	ENSMODG00000009945
9.05838688169684e-62	0.280276550906217	0.85	0.152	2.61071768317385e-57	Epiblast	ENSMODG00000005421
9.14111831228192e-21	0.279926059343844	1	1	2.63456170878277e-16	Epiblast	ENSMODG00000015791
7.68238612560861e-21	0.279451071798428	0.98	0.81	2.21414050526166e-16	Epiblast	ENSMODG00000004051
3.25673966386543e-26	0.278285283602088	1	0.995	9.38624938522654e-22	Epiblast	ENSMODG00000017078
1.32367402398851e-28	0.277739338119163	1	0.992	3.81496090453728e-24	Epiblast	ENSMODG00000008714
1.26373473072757e-23	0.277164331208279	1	1	3.64220986742992e-19	Epiblast	ENSMODG00000005428
5.66549422281459e-82	0.276317763058491	0.94	0.134	1.63285208995739e-77	Epiblast	ENSMODG00000014366
6.50015403345368e-23	0.276229608024657	1	0.934	1.87340939398169e-18	Epiblast	ENSMODG00000006944
3.0014288570182e-21	0.275489592797553	1	0.984	8.65041810881216e-17	Epiblast	ENSMODG00000014313
1.72136845371518e-24	0.274764201208886	1	1	4.96115602045251e-20	Epiblast	ENSMODG00000020484
1.13815234128576e-14	0.274561559150271	1	1	3.28026886281968e-10	Epiblast	ENSMODG00000010826
9.14536226414055e-32	0.274285735444406	1	0.956	2.63578485814795e-27	Epiblast	ENSMODG00000005474
1.31742515822573e-17	0.274099461538244	1	0.995	3.79695104852238e-13	Epiblast	ENSMODG00000012887
1.92887755347001e-28	0.273415886909965	1	1	5.55921799685592e-24	Epiblast	ENSMODG00000014880
8.35420280088995e-17	0.273276405760259	1	0.996	2.40776478924449e-12	Epiblast	ENSMODG00000015260
9.93585477656248e-22	0.273093903691125	1	0.999	2.86361270515307e-17	Epiblast	ENSMODG00000010589
1.18603459884923e-46	0.272916194621851	0.91	0.347	3.41827031734338e-42	Epiblast	ENSMODG00000001630
1.31811550628626e-28	0.27270386900976	1	0.954	3.79894070066764e-24	Epiblast	ENSMODG00000004617
2.17199833465355e-23	0.272339814800516	1	0.99	6.25991640030498e-19	Epiblast	ENSMODG00000013641
4.17484025626404e-22	0.272253549988521	1	0.993	1.20323071025786e-17	Epiblast	ENSMODG00000006342
1.15790924069142e-22	0.271984251972529	0.97	0.914	3.33721022259676e-18	Epiblast	ENSMODG00000003984
4.04521861727364e-14	0.271394459265936	1	1	1.16587245768444e-09	Epiblast	ENSMODG00000008402
7.73456756889038e-19	0.271335391897999	1	0.992	2.2291797190299e-14	Epiblast	ENSMODG00000018822
1.32087906164017e-22	0.271227091567905	1	1	3.80690554355313e-18	Epiblast	ENSMODG00000003254
1.40600220966373e-16	0.270213920173166	0.99	0.701	4.05223896847185e-12	Epiblast	ENSMODG00000024995
1.48376998950015e-17	0.270167415368889	1	0.988	4.27637348673837e-13	Epiblast	ENSMODG00000016144
4.36845365669907e-28	0.269981827482734	1	0.858	1.25903202839724e-23	Epiblast	ENSMODG00000019406
4.93442899606602e-20	0.269552509778261	1	0.996	1.42215178095619e-15	Epiblast	ENSMODG00000002570
2.50167284582179e-15	0.269378348715609	1	1	7.21007130894298e-11	Epiblast	ENSMODG00000013730
3.74726063795699e-30	0.269377711117449	0.94	0.563	1.07999798846558e-25	Epiblast	ENSMODG00000004080
5.49460577723491e-43	0.269145702898414	1	0.99	1.58360033105687e-38	Epiblast	ENSMODG00000019465
5.56822434013323e-18	0.269089388517375	1	0.99	1.6048179370698e-13	Epiblast	ENSMODG00000004396
7.31687792618896e-21	0.268842993364211	1	0.984	2.10879738710692e-16	Epiblast	ENSMODG00000015342
1.96148775508392e-21	0.268539190182985	1	0.982	5.65320385892738e-17	Epiblast	ENSMODG00000008120
1.12059226819788e-23	0.268271196355829	1	0.954	3.22965897617312e-19	Epiblast	ENSMODG00000009547
1.47011518234832e-21	0.267965168497432	0.99	0.98	4.23701896704608e-17	Epiblast	ENSMODG00000013679
7.64517277978199e-25	0.267398989806525	1	0.954	2.20341524686097e-20	Epiblast	ENSMODG00000015561
5.00426805786312e-33	0.26731808837197	0.98	0.862	1.44228009695673e-28	Epiblast	ENSMODG00000007947
1.23346342198968e-24	0.267099857885272	0.97	0.835	3.55496492851646e-20	Epiblast	ENSMODG00000017738
2.21037106018363e-21	0.266912648562366	1	0.993	6.37051043255525e-17	Epiblast	ENSMODG00000001566
7.94358095619341e-31	0.266419121139196	1	0.995	2.2894194673845e-26	Epiblast	ENSMODG00000021547
1.43331860066854e-32	0.265637414829767	1	0.738	4.13096753898681e-28	Epiblast	ENSMODG00000019381
5.07664676607138e-49	0.265437826699232	0.94	0.41	1.46314036444943e-44	Epiblast	ENSMODG00000004233
1.03830541377487e-29	0.265352553841036	0.97	0.716	2.99250003304055e-25	Epiblast	ENSMODG00000014232
1.4046275902768e-28	0.265164186962526	1	0.984	4.04827717793677e-24	Epiblast	ENSMODG00000010200
2.34414012070411e-25	0.264245337779181	1	0.951	6.75604624188133e-21	Epiblast	ENSMODG00000009007
3.75902534521836e-34	0.263889085222278	0.97	0.529	1.08338869474538e-29	Epiblast	ENSMODG00000018226
6.89877751609359e-27	0.263836076424385	0.93	0.687	1.98829666791333e-22	Epiblast	ENSMODG00000027869
8.29466963196477e-22	0.263278781245888	1	0.993	2.39060673462857e-17	Epiblast	ENSMODG00000007123
2.93782901906249e-27	0.263110114799952	1	0.934	8.46711701583999e-23	Epiblast	ENSMODG00000029125
1.35009543374695e-25	0.262980079584145	0.95	0.686	3.89111004960209e-21	Epiblast	ENSMODG00000000906
5.45309172893411e-17	0.262647604553533	1	0.878	1.5716355671961e-12	Epiblast	ENSMODG00000003122
6.06323945266173e-09	0.262564695866864	1	0.951	0.000174748624265164	Epiblast	ENSMODG00000020527
1.18591979711624e-17	0.262526446081493	1	0.962	3.41793944726873e-13	Epiblast	ENSMODG00000002113
2.01099599276464e-16	0.261687721057931	0.99	0.986	5.79589155074698e-12	Epiblast	ENSMODG00000000968
2.74542830985452e-25	0.261447953518357	1	0.996	7.9125989318317e-21	Epiblast	ENSMODG00000019559
8.14838934203206e-16	0.260888564654772	1	1	2.34844729226706e-11	Epiblast	ENSMODG00000024952
3.47335556049079e-24	0.260751853240873	1	0.99	1.00105580608905e-19	Epiblast	ENSMODG00000015729
1.27593926794133e-22	0.260578693529315	1	0.951	3.6773845641337e-18	Epiblast	ENSMODG00000015916
1.0720706735595e-15	0.259882129328047	0.96	0.862	3.08981488826584e-11	Epiblast	ENSMODG00000015027
8.65786146167815e-23	0.259852164652616	1	0.974	2.49528225187026e-18	Epiblast	ENSMODG00000013457
3.75365139352814e-27	0.2598275676507	0.99	0.779	1.08183986812874e-22	Epiblast	ENSMODG00000020339
1.76986881658522e-18	0.259542751365613	1	0.993	5.10093891628026e-14	Epiblast	ENSMODG00000007319
2.37288581553855e-22	0.25940086568814	1	0.999	6.83889420896367e-18	Epiblast	ENSMODG00000005549
9.58332238039029e-22	0.25922826745693	1	0.962	2.76200934325229e-17	Epiblast	ENSMODG00000015273
1.5988665568471e-18	0.259052147600642	0.99	0.944	4.60809330348904e-14	Epiblast	ENSMODG00000008812
3.32496893568115e-23	0.258711764537703	0.99	0.84	9.58289296952665e-19	Epiblast	ENSMODG00000014169
6.34149259056311e-26	0.258618456668985	1	1	1.82768157952619e-21	Epiblast	ENSMODG00000013191
3.96155099942307e-29	0.258188686146019	1	1	1.14175861354372e-24	Epiblast	ENSMODG00000005330
5.68999895920783e-20	0.258186917487532	0.99	0.952	1.63991460003329e-15	Epiblast	ENSMODG00000024669
1.88953827661065e-58	0.257866940165677	0.87	0.184	5.44583826701956e-54	Epiblast	ENSMODG00000002927
5.02244503612339e-35	0.25736929582645	1	1	1.44751888386112e-30	Epiblast	ENSMODG00000000526
2.61384633312047e-18	0.257307481772617	0.98	0.835	7.53336651668651e-14	Epiblast	ENSMODG00000007801
6.28829480790819e-27	0.256687580822631	0.91	0.473	1.81234944658722e-22	Epiblast	ENSMODG00000025295
7.76818185525152e-52	0.25631726657124	0.99	0.552	2.23886769250204e-47	Epiblast	ENSMODG00000017473
1.2652078062349e-32	0.255885997183083	1	0.944	3.64645541834959e-28	Epiblast	ENSMODG00000000611
5.98217548667667e-13	0.255560194155744	1	0.954	1.72412279701508e-08	Epiblast	ENSMODG00000002859
3.57518937190493e-32	0.255215141194305	0.99	0.723	1.03040532887672e-27	Epiblast	ENSMODG00000021234
1.86880931453345e-14	0.255054588592697	1	0.999	5.38609532541686e-10	Epiblast	ENSMODG00000018248
2.22854041765324e-52	0.254082182903081	0.98	0.357	6.42287633771841e-48	Epiblast	ENSMODG00000018035
1.37277874598372e-56	0.253995464486452	0.96	0.322	3.95648562379968e-52	Epiblast	ENSMODG00000010660
1.83904058469444e-19	0.2532896050504	0.97	0.783	5.30029886914784e-15	Epiblast	ENSMODG00000007207
3.36971532879554e-25	0.252799431052131	0.96	0.902	9.71185654912163e-21	Epiblast	ENSMODG00000011382
3.58661432150528e-35	0.25245551458674	1	0.99	1.03369811360104e-30	Epiblast	ENSMODG00000000226
1.33152422865554e-15	0.252442835177794	1	0.98	3.83758597940813e-11	Epiblast	ENSMODG00000011533
5.5033305902339e-45	0.252400926621554	0.97	0.455	1.58611490941131e-40	Epiblast	ENSMODG00000016466
1.22245301752761e-16	0.252346073627573	1	0.975	3.52323184181632e-12	Epiblast	ENSMODG00000004053
4.28452514363628e-21	0.251881792075652	1	1	1.23484299164741e-16	Epiblast	ENSMODG00000002882
1.86490528735521e-25	0.251870720057175	1	0.999	5.37484352868646e-21	Epiblast	ENSMODG00000028394
9.51106201431743e-19	0.251846344603804	1	0.993	2.74118318314643e-14	Epiblast	ENSMODG00000017157
2.58370222017944e-19	0.251833241094022	0.98	0.941	7.44648816877918e-15	Epiblast	ENSMODG00000000962
5.97797105363931e-22	0.251183018972353	1	1	1.72291103736939e-17	Epiblast	ENSMODG00000023391
7.38956082454738e-18	0.250944341661437	1	0.996	2.1297453252428e-13	Epiblast	ENSMODG00000009161
3.97743430995895e-27	0.250618634642179	1	0.907	1.14633634247327e-22	Epiblast	ENSMODG00000009893
6.76768760185901e-28	0.25034488283427	0.97	0.781	1.95051524373179e-23	Epiblast	ENSMODG00000005657
