gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MGST3	0	-0.694074238	0.092	0.41	0
UCK2	0	0.740707325	0.691	0.332	0
DCAF6	0	0.608943766	0.693	0.386	0
ATP1B1	0	-0.742761942	0.082	0.486	0
PRRX1	0	-0.694402752	0.919	0.938	0
DNM3	0	0.430721851	0.325	0.088	0
TNN	0	0.426326841	0.224	0.008	0
PAPPA2	0	-0.847074191	0.03	0.345	0
ANGPTL1	0	0.512931775	0.295	0.003	0
SOAT1	0	-1.011651563	0.285	0.685	0
LOC100913520	0	0.311953926	0.176	0.001	0
LAMC1	0	0.65050557	0.943	0.859	0
ARPC5	0	-0.639008463	0.329	0.632	0
TRMT1L	0	0.376779289	0.354	0.149	0
IVNS1ABP	0	0.442752494	0.528	0.297	0
PTGS2	0	-3.318125237	0.141	0.921	0
PLA2G4A	0	-3.045722376	0.314	0.947	0
BRINP3	0	0.258474587	0.122	0.003	0
RGS2	0	-0.626528363	0.077	0.337	0
CDC73	0	0.484849095	0.743	0.537	0
DENND1B	0	0.628788864	0.745	0.477	0
LOC105750312	0	1.020432137	0.954	0.65	0
PKP1	0	-1.038595702	0	0.481	0
CSRP1	0	-1.070790536	0.167	0.653	0
KDM5B	0	0.84107064	0.757	0.369	0
BTG2	0	-0.39991208	0.078	0.304	0
ATP2B4	0	1.059122242	0.368	0.002	0
NUAK2	0	-0.259803309	0.014	0.165	0
NUCKS1	0	-0.60555462	0.776	0.882	0
PLXNA2	0	-0.944116636	0.013	0.382	0
ATF3	0	-1.006127474	0.178	0.551	0
KCNK2	0	-0.391101413	0.01	0.126	0
KCTD3	0	0.710187563	0.653	0.311	0
TSTD1	0	-0.379049727	0.06	0.253	0
SMOC2	0	0.671343867	0.247	0.018	0
RNASET2	0	-0.289569955	0.07	0.255	0
RPS6KA2	0	0.900725629	0.466	0.107	0
QKI	0	0.394161763	0.981	0.951	0
IGF2R	0	0.601535169	0.8	0.555	0
EZR	0	-0.520596721	0.191	0.457	0
TULP4	0	0.685041832	0.82	0.545	0
ZDHHC14	0	0.66073831	0.413	0.13	0
TIAM2	0	1.488815576	0.88	0.327	0
CNKSR3	0	1.670748094	0.823	0.09	0
RGS17	0	0.481868706	0.25	0.036	0
NUP43	0	0.354208048	0.359	0.153	0
UTRN	0	2.470941735	0.999	0.724	0
HIVEP2	0	-0.657185101	0.562	0.732	0
ADGRG6	0	1.336482937	0.861	0.274	0
NHSL1	0	0.565464661	0.57	0.303	0
TNFAIP3	0	-0.604085949	0.048	0.301	0
SGK1	0	0.493511095	0.449	0.24	0
EYA4	0	1.354722365	0.508	0.062	0
RPS12	0	-0.900544935	0.995	1	0
SLC18B1	0	0.270699989	0.229	0.057	0
ENPP1	0	1.013664798	0.366	0.022	0
EPB41L2	0	0.718907917	0.844	0.592	0
L3MBTL3	0	0.524185873	0.476	0.207	0
TPD52L1	0	0.555653203	0.366	0.05	0
RNF217	0	0.417068027	0.656	0.414	0
SMPDL3A	0	-0.259785651	0.049	0.217	0
FABP7	0	0.579530009	0.352	0.009	0
TBC1D32	0	0.489900075	0.666	0.423	0
MAN1A1	0	-0.601708678	0.413	0.633	0
NT5DC1	0	1.018358895	0.835	0.484	0
LAMA4	0	0.925772948	0.669	0.244	0
MFSD4B	0	0.309600496	0.261	0.064	0
SLC16A10	0	0.586715553	0.317	0.003	0
METTL24	0	0.376545147	0.177	0.004	0
WASF1	0	0.634598451	0.425	0.123	0
SMPD2	0	0.445525254	0.307	0.028	0
CD164	0	-0.530283575	0.129	0.441	0
SNX3	0	-0.367896644	0.209	0.427	0
SCML4	0	0.364924469	0.19	0.001	0
SOBP	0	1.745641703	0.87	0.216	0
GRIK2	0	0.63024581	0.155	0.016	0
PNISR	0	0.496650065	0.867	0.689	0
EPHA7	0	1.690379257	0.65	0.029	0
MDN1	0	0.684418189	0.576	0.273	0
ORC3	0	0.392354705	0.516	0.295	0
CEP162	0	0.750350808	0.642	0.307	0
RWDD2A	0	0.260073757	0.196	0.043	0
UBE3D	0	0.440247395	0.47	0.242	0
IBTK	0	0.646161127	0.773	0.478	0
HMGN3	0	0.670998274	0.545	0.249	0
SENP6	0	0.542244331	0.93	0.788	0
LOC100921435	0	-0.474792776	0.412	0.604	0
EEF1A1	0	-0.787366867	0.706	0.917	0
KCNQ5	0	4.301174884	0.994	0.224	0
RIMS1	0	0.487936029	0.164	0.014	0
B3GAT2	0	0.267978556	0.137	0.005	0
FAM135A	0	0.592810387	0.62	0.334	0
BMP5	0	0.436627304	0.162	0.001	0
LRRC1	0	-0.485990594	0.122	0.371	0
CILK1	0	0.406816271	0.398	0.153	0
TFAP2B	0	1.61215405	0.69	0.005	0
CD2AP	0	0.438748393	0.701	0.491	0
TNFRSF21	0	0.409322815	0.255	0.03	0
RCAN2	0	1.560102412	0.419	0.035	0
SUPT3H	0	-0.601055697	0.64	0.783	0
SLC29A1	0	0.319401024	0.261	0.064	0
VEGFA	0	-1.914131726	0.419	0.849	0
XPO5	0	0.427310368	0.475	0.245	0
TRERF1	0	0.939144978	0.685	0.205	0
DAAM2	0	-2.301619389	0.127	0.696	0
BTBD9	0	0.653617508	0.788	0.502	0
CDKN1A	0	-0.509866277	0.103	0.358	0
SRPK1	0	0.425638451	0.582	0.36	0
RPL10A	0	-0.616049873	0.876	0.956	0
LOC100923620	0	-0.557414946	0.858	0.953	0
GRM4	0	0.662247478	0.278	0.029	0
ITPR3	0	-0.489885431	0.044	0.316	0
PFDN6	0	-0.391408957	0.23	0.435	0
CLIC1	0	-0.358935829	0.109	0.331	0
ABHD16A	0	-0.380081994	0.111	0.32	0
CSNK2B	0	-0.386212476	0.193	0.431	0
IER3	0	-0.808852079	0.017	0.423	0
FLOT1	0	-0.25293646	0.056	0.218	0
RACK1	0	-0.459301175	0.908	0.964	0
ZKSCAN1	0	0.37485212	0.509	0.288	0
SERPINE1	0	-1.984034687	0.012	0.693	0
PFN1	0	-0.843400921	0.406	0.714	0
PLD2	0	-0.284050162	0.028	0.216	0
RNASEK	0	-0.269410793	0.089	0.255	0
GABARAP	0	-0.298050669	0.125	0.306	0
KDM6B	0	0.363304484	0.361	0.137	0
CHD3	0	0.466827548	0.489	0.227	0
RPL26	0	-0.682702232	0.921	0.984	0
MYH10	0	0.449056817	0.85	0.679	0
NARF	0	0.372609745	0.323	0.099	0
FOXK2	0	0.702834417	0.688	0.318	0
TBCD	0	0.499541477	0.892	0.747	0
METRNL	0	-0.29391411	0.023	0.176	0
PGBD1	0	0.571042484	0.404	0.058	0
ELAC2	0	0.667803937	0.551	0.185	0
TNRC6C	0	0.496065062	0.798	0.597	0
CYTH1	0	-0.630721428	0.444	0.69	0
USP36	0	0.408344094	0.523	0.309	0
TBC1D16	0	0.440225155	0.537	0.295	0
NPTX1	0	0.542715037	0.283	0.041	0
RPTOR	0	0.370518352	0.967	0.905	0
BAIAP2	0	-0.721894303	0.16	0.481	0
ACTG1	0	-0.975646789	0.929	0.993	0
HELZ	0	0.45947706	0.71	0.509	0
PRKCA	0	1.149332105	0.859	0.529	0
CEP112	0	0.675159473	0.785	0.501	0
ARSG	0	0.458628984	0.592	0.352	0
PRKAR1A	0	-0.920509294	0.809	0.956	0
FAM20A	0	-0.307717734	0.011	0.153	0
ABCA9	0	0.663942472	0.336	0.009	0
LOC111720552	0	-1.265267115	0.517	0.83	0
SDK2	0	1.361328519	0.73	0.201	0
RPL38	0	-0.629034998	0.9	0.984	0
TTYH2	0	-0.602042698	0.084	0.427	0
LOC100918642	0	-0.830218212	0.627	0.858	0
UBE2O	0	0.624070211	0.629	0.297	0
PSMC5	0	-0.293095087	0.107	0.294	0
TANC2	0	1.279959803	0.909	0.452	0
ITGB3	0	-0.306356348	0.001	0.154	0
COL1A1	0	-0.879693043	0.971	0.977	0
KRT19	0	-0.561255618	0.002	0.166	0
EIF1	0	-0.834643137	0.419	0.754	0
ACLY	0	0.375148793	0.406	0.187	0
CAVIN1	0	-0.78423856	0.16	0.57	0
RPL27	0	-0.516113335	0.83	0.938	0
ETV4	0	0.305221323	0.277	0.084	0
MEOX1	0	0.47862919	0.276	0	0
CA10	0	0.871918399	0.214	0.007	0
HLF	0	0.288936523	0.188	0.014	0
MSI2	0	1.329534875	0.971	0.671	0
CUEDC1	0	0.465490639	0.464	0.192	0
DYNLL2	0	-0.296996306	0.092	0.278	0
YPEL2	0	0.367801456	0.301	0.092	0
VMP1	0	-1.077026308	0.6	0.896	0
ACACA	0	1.137757234	0.954	0.667	0
DUSP14	0	-0.623027866	0.191	0.413	0
TAGLN2	0	-0.854631075	0.221	0.632	0
PEA15	0	-0.362898075	0.033	0.266	0
GALNT2	0	-0.946377264	0.785	0.931	0
SIPA1L2	0	0.704995366	0.39	0.054	0
KCNK1	0	-0.695644235	0.237	0.541	0
TARBP1	0	0.824500204	0.734	0.334	0
IRF2BP2	0	-0.435429948	0.163	0.4	0
CHRM3	0	2.691837015	0.705	0.051	0
DEGS1	0	-0.359838489	0.078	0.309	0
CAPN2	0	-0.810482153	0.387	0.743	0
DISP1	0	0.616229757	0.68	0.392	0
HLX	0	0.256801878	0.222	0.055	0
DR1	0	0.429605618	0.484	0.273	0
LOC116423383	0	0.345183871	0.282	0.082	0
FNBP1L	0	0.594839356	0.503	0.189	0
BCAR3	0	-0.655208137	0.048	0.316	0
ARHGAP29	0	-0.444265867	0.046	0.266	0
F3	0	-0.908599089	0.077	0.4	0
LOC100931063	0	0.327386445	0.273	0.072	0
RPL19	0	-0.517564528	0.519	0.734	0
PTBP2	0	0.48377643	0.912	0.76	0
COL11A1	0	3.41265152	0.992	0.187	0
LOC100919695	0	-0.285727872	0.102	0.289	0
GPSM2	0	-0.746197899	0.204	0.549	0
SORT1	0	0.291513762	0.257	0.079	0
LAMTOR5	0	-0.3008083	0.147	0.335	0
KCND3	0	-0.523299046	0.004	0.239	0
CAPZA1	0	-0.63191831	0.479	0.719	0
RHOC	0	-0.805051146	0.063	0.503	0
SLC16A1	0	0.452647261	0.614	0.394	0
LRIG2	0	0.455757989	0.457	0.181	0
OLFML3	0	-0.303139501	0.029	0.211	0
SYT6	0	-0.269176929	0.004	0.148	0
TRIM33	0	0.493682982	0.801	0.581	0
CSDE1	0	-0.371858651	0.616	0.765	0
NGF	0	-1.892898479	0.127	0.663	0
SLC22A15	0	-0.865348686	0.002	0.456	0
ATP1A1	0	-0.576622552	0.257	0.561	0
IGSF3	0	0.345425236	0.228	0.024	0
NBPF7	0	-0.622766846	0.189	0.453	0
BCL9	0	0.634231116	0.51	0.153	0
BOLA1	0	-0.357919656	0.134	0.347	0
ECM1	0	-0.910793546	0.007	0.416	0
MCL1	0	-0.37227147	0.117	0.349	0
PSMD4	0	-0.411410568	0.147	0.388	0
S100A10	0	-1.396110349	0.148	0.697	0
S100A11	0	-1.433622527	0.402	0.851	0
TAF15	0	0.682312097	0.659	0.308	0
MMP28	0	0.518186446	0.301	0.008	0
LOC100919171	0	-1.248226083	0.002	0.373	0
NF1	0	0.769460361	0.969	0.861	0
WSB1	0	0.890519336	0.643	0.25	0
RPL23A	0	-0.599176087	0.946	0.99	0
SSH2	0	-0.647478875	0.21	0.511	0
ABR	0	-0.683776323	0.251	0.585	0
NXN	0	-0.799002599	0.325	0.632	0
RPH3AL	0	0.487856825	0.411	0.145	0
CRK	0	-0.329450273	0.221	0.422	0
MYO1C	0	-0.790535416	0.177	0.605	0
PITPNA	0	-0.314592752	0.179	0.374	0
RTN4RL1	0	-0.45996697	0.179	0.428	0
METTL16	0	0.431115251	0.471	0.222	0
LOC100933931	0	-0.66420712	0.306	0.601	0
CHCHD2	0	-0.821784874	0.503	0.759	0
SBDS	0	-0.334418549	0.141	0.349	0
CALN1	0	1.616814053	0.592	0.002	0
HSPB1	0	-0.500308355	0	0.245	0
COPS9	0	-0.34577578	0.169	0.365	0
TRA2B	0	0.46131274	0.905	0.785	0
IGF2BP2	0	-0.544330368	0.235	0.552	0
AP2M1	0	-0.429912597	0.231	0.471	0
ABCC5	0	0.366942002	0.299	0.085	0
PTMA	0	-0.968254195	0.683	0.922	0
LOC100921442	0	-0.415204379	0.719	0.844	0
AGAP1	0	0.475497908	0.754	0.567	0
TWIST2	0	-0.424646091	0	0.252	0
COL6A2	0	-0.449195978	0.045	0.328	0
COL6A1	0	-1.430363727	0.047	0.68	0
COL18A1	0	-0.9519231	0.01	0.524	0
PTTG1IP	0	-0.374446364	0.078	0.302	0
SUMO3	0	-0.331749056	0.167	0.358	0
PLXNB2	0	-0.297599992	0.079	0.27	0
PARVB	0	-0.484157106	0.027	0.316	0
SCUBE1	0	-0.315442721	0.002	0.126	0
TSPO	0	-1.045482096	0.008	0.507	0
LOC100925808	0	-0.482926651	0.095	0.394	0
NDUFA6	0	-0.30855416	0.124	0.312	0
SMDT1	0	-0.382069503	0.037	0.271	0
ATF4	0	-0.651024412	0.524	0.759	0
SYNGR1	0	-0.324992891	0.035	0.241	0
DDX17	0	0.651063714	0.809	0.543	0
CSNK1E	0	0.32432797	0.3	0.101	0
POLR2F	0	-0.306509709	0.125	0.304	0
LOC100923802	0	-1.279035845	0.089	0.682	0
MYH9	0	-1.600919746	0.556	0.943	0
RBFOX2	0	0.550958456	0.967	0.877	0
LARGE1	0	-0.661168259	0.556	0.762	0
TIMP3	0	-0.546278525	0.106	0.311	0
ATP2B1	0	-1.044339375	0.738	0.913	0
DUSP6	0	0.285446277	0.235	0.056	0
RASSF9	0	0.267704637	0.167	0.011	0
ALX1	0	0.418052484	0.253	0	0
SLC6A15	0	0.697928303	0.445	0.078	0
TMTC2	0	1.510063327	0.831	0.358	0
METTL25	0	0.447974378	0.388	0.126	0
PAWR	0	-1.116979972	0.221	0.557	0
CSRP2	0	0.660984277	0.526	0.153	0
ZDHHC17	0	0.777232144	0.822	0.49	0
COL2A1	0	0.542518436	0.212	0	0
VDR	0	0.365111199	0.266	0.057	0
TMTC1	0	0.563473647	0.503	0.203	0
SINHCAF	0	0.468546723	0.455	0.181	0
DENND5B	0	0.838940117	0.585	0.173	0
AMN1	0	0.571289156	0.443	0.16	0
FGD4	0	1.256469511	0.649	0.017	0
PKP2	0	0.2951206	0.198	0.022	0
CNTN1	0	0.321960511	0.205	0.018	0
KCNMB4	0	0.5653048	0.333	0.024	0
ZFC3H1	0	0.541586	0.877	0.695	0
SCN8A	0	-0.388124624	0.037	0.26	0
NR4A1	0	-0.438199948	0.133	0.308	0
KRT7	0	-1.016546704	0	0.353	0
KRT8	0	-2.196273744	0.001	0.63	0
RARG	0	-0.258018826	0.07	0.243	0
PFDN5	0	-0.587820546	0.199	0.514	0
ITGA5	0	-0.998269728	0.309	0.717	0
BLOC1S1	0	-0.292188543	0.067	0.248	0
CD63	0	-1.04991942	0.271	0.68	0
MYL6	0	-1.88108314	0.542	0.956	0
STAT6	0	-0.266240057	0.04	0.215	0
LRP1	0	-0.485157264	0.581	0.751	0
LRIG3	0	1.744654674	0.839	0.139	0
SRGAP1	0	-1.177765178	0.194	0.682	0
XPOT	0	0.44115824	0.599	0.395	0
HMGA2	0	-2.302069287	0.657	0.882	0
IRAK3	0	-0.278945713	0.001	0.122	0
PRICKLE1	0	0.510943298	0.516	0.251	0
LRRK2	0	-0.386056262	0.059	0.293	0
ARID2	0	0.564202667	0.915	0.745	0
TASOR2	0	0.572543554	0.726	0.458	0
BID	0	-0.334174862	0.152	0.355	0
IL17RA	0	-0.546850915	0.025	0.36	0
LOC100926503	0	0.596139219	0.524	0.233	0
WNT5B	0	0.376985784	0.316	0.113	0
TEAD4	0	-0.512236487	0.187	0.462	0
TSPAN9	0	-1.222032427	0.848	0.988	0
TSPAN11	0	0.295931365	0.163	0.004	0
CRACR2A	0	0.716084459	0.382	0.016	0
ETV6	0	-0.713036413	0.962	0.966	0
LRP6	0	0.805584882	0.889	0.599	0
GPR19	0	0.525276672	0.467	0.16	0
FAM234B	0	0.313883084	0.262	0.068	0
EMP1	0	-0.606021475	0.591	0.75	0
ATF7IP	0	1.025177122	0.93	0.626	0
GAPDH	0	-0.58624771	0.277	0.521	0
CD9	0	-1.238612814	0.11	0.658	0
VWF	0	-0.290266385	0.012	0.172	0
RIMKLB	0	0.456743848	0.39	0.126	0
PLEKHA5	0	1.439862591	0.833	0.386	0
PDE3A	0	1.359229796	0.665	0.315	0
SOX5	0	0.530873705	0.257	0.035	0
ITPR2	0	0.465689291	0.548	0.342	0
CELF2	0	-1.301895627	0.723	0.916	0
USP6NL	0	0.49960587	0.568	0.305	0
UPF2	0	0.438449594	0.786	0.599	0
OPTN	0	-0.47127688	0.166	0.443	0
PHYH	0	-0.304657169	0.073	0.267	0
SEMA3D	0	0.949585653	0.341	0.008	0
SEMA3A	0	1.381803407	0.552	0.087	0
CACNA2D1	0	2.753636178	0.994	0.542	0
HGF	0	-1.805393339	0.084	0.483	0
GNAI1	0	1.020085253	0.811	0.415	0
PTPN12	0	-1.000236597	0.736	0.886	0
GSAP	0	-1.120495147	0.163	0.592	0
LRRC17	0	0.760663746	0.4	0.002	0
ORC5	0	0.426273503	0.447	0.2	0
LOC105750674	0	-0.467593378	0.13	0.348	0
SYPL1	0	-0.282006307	0.061	0.243	0
LAMB1	0	1.153840931	0.697	0.26	0
DNAJB9	0	-0.300418356	0.081	0.262	0
DOCK4	0	0.615476013	0.681	0.34	0
FOXP2	0	0.745398328	0.476	0.072	0
KCND2	0	0.3827504	0.134	0.008	0
TSPAN12	0	0.904730896	0.561	0.114	0
PTPRZ1	0	0.275449847	0.283	0.073	0
CADPS2	0	0.419647367	0.167	0.015	0
GRM8	0	1.023494192	0.323	0.009	0
SND1	0	0.537918517	0.956	0.884	0
CALU	0	-0.664953361	0.681	0.862	0
FLNC	0	-1.128116805	0.005	0.539	0
TNPO3	0	0.598930532	0.781	0.542	0
AHCYL2	0	0.425024602	0.586	0.359	0
LOC116419684	0	-0.379247953	0.011	0.221	0
LOC116419682	0	-2.878058077	0.275	0.907	0
LOC116419683	0	-0.337621664	0.024	0.212	0
CALD1	0	-0.885326178	0.996	0.997	0
MTPN	0	-0.53844139	0.388	0.645	0
CHRM2	0	-1.372973205	0.004	0.292	0
PTN	0	0.922552706	0.423	0.016	0
CREB3L2	0	0.434775374	0.79	0.615	0
TRIM24	0	0.833998075	0.815	0.462	0
LOC100932203	0	-0.449405296	0.01	0.273	0
HIPK2	0	0.489522608	0.826	0.634	0
KDM7A	0	0.517390843	0.644	0.381	0
SLC37A3	0	0.407365866	0.523	0.32	0
DENND2A	0	-0.45016417	0.411	0.595	0
LOC100930025	0	0.370424486	0.26	0.04	0
ZYX	0	-0.381853873	0.083	0.32	0
LOC100928734	0	0.410876333	0.348	0.099	0
RARRES2	0	-0.810818551	0.014	0.36	0
AGAP3	0	0.324863586	0.316	0.118	0
NUB1	0	-0.357073765	0.183	0.393	0
KMT2C	0	0.438211253	0.933	0.823	0
UBE3C	0	0.421857454	0.718	0.529	0
ESYT2	0	-0.558603762	0.238	0.528	0
KLF6	0	-0.334768637	0.104	0.295	0
PARD3	0	1.379275548	0.984	0.836	0
ITGB1	0	-1.136724994	0.857	0.975	0
ZEB1	0	0.423665974	0.936	0.869	0
WAC	0	0.458210397	0.775	0.569	0
MPP7	0	1.400858069	0.792	0.231	0
ARMC4	0	0.362815403	0.201	0.008	0
MKX	0	1.352735113	0.788	0.225	0
GPR158	0	-0.698403403	0.004	0.131	0
ARHGAP21	0	-0.863846335	0.551	0.759	0
OTUD1	0	-0.582028177	0.025	0.338	0
PIP4K2A	0	-0.390298349	0.217	0.438	0
MLLT10	0	0.488066184	0.922	0.79	0
CACNB2	0	1.129073577	0.878	0.434	0
VIM	0	-2.525000589	0.516	0.994	0
TRDMT1	0	-0.399174464	0.072	0.278	0
RSU1	0	-0.651608455	0.518	0.752	0
ITGA8	0	-1.529747033	0.483	0.827	0
LOC100917353	0	-0.436022747	0.006	0.237	0
SRI	0	-0.474013382	0.132	0.401	0
STEAP1	0	-0.506514035	0.01	0.23	0
CDK14	0	0.446058405	0.869	0.741	0
CDK6	0	-2.401830197	0.244	0.934	0
RPSA	0	-0.863188428	0.933	0.994	0
ULK4	0	0.654470346	0.589	0.266	0
CDV3	0	-0.387135881	0.336	0.549	0
DNAJC13	0	0.411333422	0.679	0.478	0
RFTN1	0	-0.855559109	0.053	0.486	0
ZNF385D	0	1.232350742	0.831	0.357	0
NR1D2	0	-0.327961413	0.082	0.278	0
RBMS3	0	0.478176563	1	0.998	0
TRIM71	0	-0.620095706	0.034	0.367	0
ABHD5	0	-0.806731033	0.096	0.485	0
RPL14	0	-0.688756377	0.942	0.991	0
MTURN	0	-0.806106741	0.004	0.465	0
CHN2	0	-0.661671401	0.005	0.351	0
CPVL	0	-0.28454586	0.028	0.214	0
CREB5	0	-0.855263559	0.099	0.47	0
JAZF1	0	0.315275505	0.272	0.08	0
HOXA11	0	-0.302693163	0.052	0.213	0
OSBPL3	0	-0.482208299	0.104	0.394	0
TRA2A	0	0.392081515	0.807	0.648	0
FAM126A	0	-0.683964965	0.204	0.544	0
TOMM7	0	-0.482784768	0.378	0.602	0
IL6	0	-0.397610711	0.002	0.179	0
DNAH11	0	-0.292764601	0.082	0.25	0
ITGB8	0	-0.600919852	0.004	0.179	0
TWIST1	0	-0.321386558	0.033	0.225	0
AHR	0	-1.441791271	0.004	0.668	0
MEOX2	0	2.587392256	0.973	0.253	0
PHF14	0	0.466588858	0.552	0.301	0
SEM1	0	-0.379837109	0.276	0.494	0
COL1A2	0	0.628260769	0.964	0.866	0
STK32B	0	-0.617183534	0.005	0.226	0
MSX1	0	-0.287719161	0.011	0.187	0
WDR1	0	-0.531924677	0.186	0.484	0
PROM1	0	0.830939978	0.454	0.043	0
SLIT2	0	0.989372726	0.654	0.31	0
ADGRA3	0	0.486782017	0.704	0.458	0
SEL1L3	0	-0.951949458	0.052	0.483	0
RBPJ	0	-0.673234424	0.692	0.829	0
STIM2	0	1.037120735	0.838	0.465	0
TBC1D1	0	-0.538327656	0.352	0.589	0
RPL9	0	-0.474163103	0.917	0.979	0
N4BP2	0	0.539157494	0.525	0.227	0
APBB2	0	-0.995969817	0.767	0.959	0
UCHL1	0	-0.425141261	0.046	0.205	0
ATP8A1	0	0.645366583	0.396	0.045	0
OCIAD1	0	0.28521477	0.28	0.099	0
LOC105750905	0	0.356406402	0.349	0.139	0
LOC116419930	0	-0.290761802	0.071	0.254	0
CHIC2	0	-0.536992275	0.272	0.559	0
PDGFRA	0	-1.147401808	0.228	0.721	0
IGFBP7	0	-2.565964358	0.041	0.844	0
LOC116420164	0	2.213833702	0.78	0.105	0
ADGRL3	0	2.109881263	0.745	0.095	0
PCDH18	0	0.342757891	0.261	0.051	0
SLC7A11	0	-1.390283433	0.167	0.553	0
IL15	0	-0.258235097	0.006	0.137	0
INPP4B	0	2.370977332	0.938	0.149	0
ZNF827	0	0.433089726	0.666	0.445	0
RPS3A	0	-0.801335473	0.87	0.976	0
SH3D19	0	-0.389137475	0.09	0.309	0
FAM160A1	0	-0.790089477	0.011	0.43	0
FBXW7	0	0.896088719	0.794	0.489	0
TMEM131L	0	0.471309175	0.631	0.36	0
DCHS2	0	0.669681745	0.296	0.001	0
GUCY1A1	0	0.315680765	0.156	0.002	0
GUCY1B1	0	0.37648477	0.223	0.028	0
PDGFC	0	0.769372136	0.579	0.307	0
GRIA2	0	0.488102768	0.195	0.004	0
GASK1B	0	0.909697565	0.595	0.161	0
LOC100922208	0	-0.522604692	0.341	0.557	0
RAPGEF2	0	0.49763998	0.905	0.757	0
NPY5R	0	0.501720958	0.538	0.315	0
APELA	0	0.400324777	0.204	0	0
SH3RF1	0	-0.716721788	0.321	0.526	0
LOC100924065	0	0.664945945	0.583	0.255	0
WWC2	0	-0.554751311	0.308	0.539	0
STOX2	0	0.941640388	0.673	0.216	0
SNX25	0	0.777006528	0.483	0.084	0
SORBS2	0	-0.407171468	0.007	0.129	0
FAT1	0	1.445569947	0.985	0.697	0
CAMK2D	0	-1.442271987	0.29	0.781	0
FAM241A	0	0.923121075	0.788	0.427	0
ELOVL6	0	1.001098713	0.719	0.267	0
MCUB	0	-0.48779228	0.119	0.393	0
COL25A1	0	2.781260077	0.938	0.175	0
TET2	0	0.625209205	0.661	0.338	0
PAPSS1	0	0.563237212	0.565	0.258	0
SGMS2	0	-0.283157016	0.033	0.201	0
LOC100923548	0	-0.548885815	0.506	0.748	0
LOC100931606	0	-0.553885259	0.957	0.991	0
MANBA	0	-0.620916382	0.377	0.634	0
SMARCAD1	0	0.403500654	0.782	0.598	0
PDLIM5	0	-0.777010071	0.804	0.936	0
LOC100928233	0	-0.891012023	0	0.341	0
LOC100918923	0	-0.777038026	0.565	0.777	0
NFKB1	0	-0.777693831	0.524	0.739	0
HERC3	0	0.695082959	0.756	0.444	0
AFF1	0	0.60370274	0.909	0.761	0
MAPK10	0	0.988041087	0.44	0.004	0
ARHGAP24	0	0.427680759	0.317	0.08	0
LOC100927203	0	0.281128417	0.115	0	0
ABHD18	0	0.378847822	0.403	0.179	0
FAT4	0	0.548619475	0.604	0.234	0
SPATA5	0	0.734620212	0.654	0.345	0
KIAA1109	0	0.401397873	0.71	0.516	0
ANXA5	0	-0.626779851	0.304	0.605	0
PRDM5	0	-0.562366793	0.205	0.51	0
PDE5A	0	-0.452094147	0.024	0.256	0
C6H4orf3	0	-0.296079737	0.072	0.257	0
NRG1	0	-4.204461872	0.056	0.664	0
GSR	0	-0.427466857	0.085	0.343	0
RBPMS	0	-1.446999829	0.022	0.733	0
RPS13	0	-0.754994007	0.927	0.992	0
RRAS2	0	-0.866465766	0.319	0.646	0
RPL27A	0	-0.859178303	0.961	0.999	0
DENND2B	0	-1.099622594	0.178	0.652	0
LOC100932984	0	-0.77169149	0	0.314	0
ADM	0	-1.050877427	0.016	0.411	0
EIF4G2	0	-0.902000728	0.794	0.946	0
GALNT18	0	1.067060305	0.441	0.002	0
MICAL2	0	-1.408632996	0.206	0.738	0
NAV2	0	-1.788159088	0.843	0.979	0
ANO5	0	-0.582182198	0.446	0.684	0
GAS2	0	1.14651465	0.489	0.001	0
ANO3	0	0.634831921	0.288	0.013	0
FIBIN	0	0.560523455	0.344	0	0
BBOX1	0	0.54200587	0.247	0.001	0
LGR4	0	0.64073976	0.546	0.292	0
METTL15	0	0.29382934	0.264	0.084	0
MPPED2	0	-0.394124077	0.02	0.182	0
CD44	0	-1.64844058	0.686	0.97	0
LDLRAD3	0	0.880483726	0.598	0.147	0
LOC100934550	0	0.401391226	0.234	0.04	0
PHF21A	0	0.458509994	0.787	0.567	0
CREB3L1	0	-0.569411713	0.023	0.338	0
LRP4	0	-0.372207498	0.104	0.305	0
PSMC3	0	-0.374146545	0.112	0.332	0
SLC43A1	0	0.310863425	0.269	0.079	0
DTX4	0	-0.394790629	0.076	0.313	0
MYRF	0	-0.320210374	0.002	0.195	0
TMEM258	0	-0.514686845	0.209	0.5	0
FADS2	0	0.366175251	0.381	0.157	0
FTH1	0	-2.948691981	0.982	1	0
AHNAK	0	-1.700936742	0.176	0.818	0
EEF1G	0	-0.503561981	0.7	0.846	0
LRRN4CL	0	-1.259756075	0.002	0.448	0
BSCL2	0	-0.43762631	0.05	0.314	0
TMEM223	0	-0.33835795	0.128	0.338	0
SLC3A2	0	-0.390815083	0.224	0.422	0
LOC100932477	0	-0.287996282	0.009	0.182	0
FKBP2	0	-0.363880229	0.128	0.337	0
PPP1R14B	0	-0.435297438	0.285	0.515	0
BAD	0	-0.269395498	0.059	0.232	0
TRMT112	0	-0.46185199	0.199	0.435	0
PRDX5	0	-0.604327244	0.1	0.449	0
FAU	0	-0.84403643	0.846	0.979	0
FOSL1	0	-0.492756791	0.004	0.299	0
DRAP1	0	-0.334320297	0.052	0.261	0
